"FrameTypeID","FrameColorDescription","FrameShapeDescription"
2476,"Onyx","Cat Eye"
2477,"Onyx","Aviator"
2478,"Onyx","Rimless"
2479,"Onyx","Oval"
2480,"Onyx","Sport"
2481,"Opera Mauve","Cat Eye"
2482,"Opera Mauve","Aviator"
2483,"Opera Mauve","Rimless"
2484,"Opera Mauve","Oval"
2485,"Opera Mauve","Sport"
2486,"Orange Peel","Cat Eye"
2487,"Orange Peel","Aviator"
2488,"Orange Peel","Rimless"
2489,"Orange Peel","Oval"
2490,"Orange Peel","Sport"
2491,"Orange-Red","Cat Eye"
2492,"Orange-Red","Aviator"
2493,"Orange-Red","Rimless"
2494,"Orange-Red","Oval"
2495,"Orange-Red","Sport"
2496,"Orchid","Cat Eye"
2497,"Orchid","Aviator"
2498,"Orchid","Rimless"
2499,"Orchid","Oval"
2500,"Orchid","Sport"
2501,"Otter Brown","Cat Eye"
2502,"Otter Brown","Aviator"
2503,"Otter Brown","Rimless"
2504,"Otter Brown","Oval"
2505,"Otter Brown","Sport"
2506,"Ou Crimson Red","Cat Eye"
2507,"Ou Crimson Red","Aviator"
2508,"Ou Crimson Red","Rimless"
2509,"Ou Crimson Red","Oval"
2510,"Ou Crimson Red","Sport"
2511,"Outer Space","Cat Eye"
2512,"Outer Space","Aviator"
2513,"Outer Space","Rimless"
2514,"Outer Space","Oval"
2515,"Outer Space","Sport"
2516,"Outrageous Orange","Cat Eye"
2517,"Outrageous Orange","Aviator"
2518,"Outrageous Orange","Rimless"
2519,"Outrageous Orange","Oval"
2520,"Outrageous Orange","Sport"
2521,"Oxford Blue","Cat Eye"
2522,"Oxford Blue","Aviator"
2523,"Oxford Blue","Rimless"
2524,"Oxford Blue","Oval"
2525,"Oxford Blue","Sport"
2526,"Pakistan Green","Cat Eye"
2527,"Pakistan Green","Aviator"
2528,"Pakistan Green","Rimless"
2529,"Pakistan Green","Oval"
2530,"Pakistan Green","Sport"
2531,"Palatinate Blue","Cat Eye"
2532,"Palatinate Blue","Aviator"
2533,"Palatinate Blue","Rimless"
2534,"Palatinate Blue","Oval"
2535,"Palatinate Blue","Sport"
2536,"Palatinate Purple","Cat Eye"
2537,"Palatinate Purple","Aviator"
2538,"Palatinate Purple","Rimless"
2539,"Palatinate Purple","Oval"
2540,"Palatinate Purple","Sport"
2541,"Pale Aqua","Cat Eye"
2542,"Pale Aqua","Aviator"
2543,"Pale Aqua","Rimless"
2544,"Pale Aqua","Oval"
2545,"Pale Aqua","Sport"
2546,"Pale Blue","Cat Eye"
2547,"Pale Blue","Aviator"
2548,"Pale Blue","Rimless"
2549,"Pale Blue","Oval"
2550,"Pale Blue","Sport"
2551,"Pale Brown","Cat Eye"
2552,"Pale Brown","Aviator"
2553,"Pale Brown","Rimless"
2554,"Pale Brown","Oval"
2555,"Pale Brown","Sport"
2556,"Pale Carmine","Cat Eye"
2557,"Pale Carmine","Aviator"
2558,"Pale Carmine","Rimless"
2559,"Pale Carmine","Oval"
2560,"Pale Carmine","Sport"
2561,"Pale Cerulean","Cat Eye"
2562,"Pale Cerulean","Aviator"
2563,"Pale Cerulean","Rimless"
2564,"Pale Cerulean","Oval"
2565,"Pale Cerulean","Sport"
2566,"Pale Chestnut","Cat Eye"
2567,"Pale Chestnut","Aviator"
2568,"Pale Chestnut","Rimless"
2569,"Pale Chestnut","Oval"
2570,"Pale Chestnut","Sport"
2571,"Pale Copper","Cat Eye"
2572,"Pale Copper","Aviator"
2573,"Pale Copper","Rimless"
2574,"Pale Copper","Oval"
2575,"Pale Copper","Sport"
2576,"Pale Cornflower Blue","Cat Eye"
2577,"Pale Cornflower Blue","Aviator"
2578,"Pale Cornflower Blue","Rimless"
2579,"Pale Cornflower Blue","Oval"
2580,"Pale Cornflower Blue","Sport"
2581,"Pale Gold","Cat Eye"
2582,"Pale Gold","Aviator"
2583,"Pale Gold","Rimless"
2584,"Pale Gold","Oval"
2585,"Pale Gold","Sport"
2586,"Pale Goldenrod","Cat Eye"
2587,"Pale Goldenrod","Aviator"
2588,"Pale Goldenrod","Rimless"
2589,"Pale Goldenrod","Oval"
2590,"Pale Goldenrod","Sport"
2591,"Pale Green","Cat Eye"
2592,"Pale Green","Aviator"
2593,"Pale Green","Rimless"
2594,"Pale Green","Oval"
2595,"Pale Green","Sport"
2596,"Pale Lavender","Cat Eye"
2597,"Pale Lavender","Aviator"
2598,"Pale Lavender","Rimless"
2599,"Pale Lavender","Oval"
2600,"Pale Lavender","Sport"
2601,"Pale Magenta","Cat Eye"
2602,"Pale Magenta","Aviator"
2603,"Pale Magenta","Rimless"
2604,"Pale Magenta","Oval"
2605,"Pale Magenta","Sport"
2606,"Pale Pink","Cat Eye"
2607,"Pale Pink","Aviator"
2608,"Pale Pink","Rimless"
2609,"Pale Pink","Oval"
2610,"Pale Pink","Sport"
2611,"Pale Plum","Cat Eye"
2612,"Pale Plum","Aviator"
2613,"Pale Plum","Rimless"
2614,"Pale Plum","Oval"
2615,"Pale Plum","Sport"
2616,"Pale Red-Violet","Cat Eye"
2617,"Pale Red-Violet","Aviator"
2618,"Pale Red-Violet","Rimless"
2619,"Pale Red-Violet","Oval"
2620,"Pale Red-Violet","Sport"
2621,"Pale Robin Egg Blue","Cat Eye"
2622,"Pale Robin Egg Blue","Aviator"
2623,"Pale Robin Egg Blue","Rimless"
2624,"Pale Robin Egg Blue","Oval"
2625,"Pale Robin Egg Blue","Sport"
2626,"Pale Silver","Cat Eye"
2627,"Pale Silver","Aviator"
2628,"Pale Silver","Rimless"
2629,"Pale Silver","Oval"
2630,"Pale Silver","Sport"
2631,"Pale Spring Bud","Cat Eye"
2632,"Pale Spring Bud","Aviator"
2633,"Pale Spring Bud","Rimless"
2634,"Pale Spring Bud","Oval"
2635,"Pale Spring Bud","Sport"
2636,"Pale Taupe","Cat Eye"
2637,"Pale Taupe","Aviator"
2638,"Pale Taupe","Rimless"
2639,"Pale Taupe","Oval"
2640,"Pale Taupe","Sport"
2641,"Pale Violet-Red","Cat Eye"
2642,"Pale Violet-Red","Aviator"
2643,"Pale Violet-Red","Rimless"
2644,"Pale Violet-Red","Oval"
2645,"Pale Violet-Red","Sport"
2646,"Pansy Purple","Cat Eye"
2647,"Pansy Purple","Aviator"
2648,"Pansy Purple","Rimless"
2649,"Pansy Purple","Oval"
2650,"Pansy Purple","Sport"
2651,"Papaya Whip","Cat Eye"
2652,"Papaya Whip","Aviator"
2653,"Papaya Whip","Rimless"
2654,"Papaya Whip","Oval"
2655,"Papaya Whip","Sport"
2656,"Paris Green","Cat Eye"
2657,"Paris Green","Aviator"
2658,"Paris Green","Rimless"
2659,"Paris Green","Oval"
2660,"Paris Green","Sport"
2661,"Pastel Blue","Cat Eye"
2662,"Pastel Blue","Aviator"
2663,"Pastel Blue","Rimless"
2664,"Pastel Blue","Oval"
2665,"Pastel Blue","Sport"
2666,"Pastel Brown","Cat Eye"
2667,"Pastel Brown","Aviator"
2668,"Pastel Brown","Rimless"
2669,"Pastel Brown","Oval"
2670,"Pastel Brown","Sport"
2671,"Pastel Gray","Cat Eye"
2672,"Pastel Gray","Aviator"
2673,"Pastel Gray","Rimless"
2674,"Pastel Gray","Oval"
2675,"Pastel Gray","Sport"
2676,"Pastel Green","Cat Eye"
2677,"Pastel Green","Aviator"
2678,"Pastel Green","Rimless"
2679,"Pastel Green","Oval"
2680,"Pastel Green","Sport"
2681,"Pastel Magenta","Cat Eye"
2682,"Pastel Magenta","Aviator"
2683,"Pastel Magenta","Rimless"
2684,"Pastel Magenta","Oval"
2685,"Pastel Magenta","Sport"
2686,"Pastel Orange","Cat Eye"
2687,"Pastel Orange","Aviator"
2688,"Pastel Orange","Rimless"
2689,"Pastel Orange","Oval"
2690,"Pastel Orange","Sport"
2691,"Pastel Pink","Cat Eye"
2692,"Pastel Pink","Aviator"
2693,"Pastel Pink","Rimless"
2694,"Pastel Pink","Oval"
2695,"Pastel Pink","Sport"
2696,"Pastel Purple","Cat Eye"
2697,"Pastel Purple","Aviator"
2698,"Pastel Purple","Rimless"
2699,"Pastel Purple","Oval"
2700,"Pastel Purple","Sport"
2701,"Pastel Red","Cat Eye"
2702,"Pastel Red","Aviator"
2703,"Pastel Red","Rimless"
2704,"Pastel Red","Oval"
2705,"Pastel Red","Sport"
2706,"Pastel Violet","Cat Eye"
2707,"Pastel Violet","Aviator"
2708,"Pastel Violet","Rimless"
2709,"Pastel Violet","Oval"
2710,"Pastel Violet","Sport"
2711,"Pastel Yellow","Cat Eye"
2712,"Pastel Yellow","Aviator"
2713,"Pastel Yellow","Rimless"
2714,"Pastel Yellow","Oval"
2715,"Pastel Yellow","Sport"
2716,"Patriarch","Cat Eye"
2717,"Patriarch","Aviator"
2718,"Patriarch","Rimless"
2719,"Patriarch","Oval"
2720,"Patriarch","Sport"
2721,"Payne'S Grey","Cat Eye"
2722,"Payne'S Grey","Aviator"
2723,"Payne'S Grey","Rimless"
2724,"Payne'S Grey","Oval"
2725,"Payne'S Grey","Sport"
2726,"Peach","Cat Eye"
2727,"Peach","Aviator"
2728,"Peach","Rimless"
2729,"Peach","Oval"
2730,"Peach","Sport"
2731,"Peach-Orange","Cat Eye"
2732,"Peach-Orange","Aviator"
2733,"Peach-Orange","Rimless"
2734,"Peach-Orange","Oval"
2735,"Peach-Orange","Sport"
2736,"Peach Puff","Cat Eye"
2737,"Peach Puff","Aviator"
2738,"Peach Puff","Rimless"
2739,"Peach Puff","Oval"
2740,"Peach Puff","Sport"
2741,"Peach-Yellow","Cat Eye"
2742,"Peach-Yellow","Aviator"
2743,"Peach-Yellow","Rimless"
2744,"Peach-Yellow","Oval"
2745,"Peach-Yellow","Sport"
2746,"Pear","Cat Eye"
2747,"Pear","Aviator"
2748,"Pear","Rimless"
2749,"Pear","Oval"
2750,"Pear","Sport"
2751,"Pearl","Cat Eye"
2752,"Pearl","Aviator"
2753,"Pearl","Rimless"
2754,"Pearl","Oval"
2755,"Pearl","Sport"
2756,"Pearl Aqua","Cat Eye"
2757,"Pearl Aqua","Aviator"
2758,"Pearl Aqua","Rimless"
2759,"Pearl Aqua","Oval"
2760,"Pearl Aqua","Sport"
2761,"Pearly Purple","Cat Eye"
2762,"Pearly Purple","Aviator"
2763,"Pearly Purple","Rimless"
2764,"Pearly Purple","Oval"
2765,"Pearly Purple","Sport"
2766,"Peridot","Cat Eye"
2767,"Peridot","Aviator"
2768,"Peridot","Rimless"
2769,"Peridot","Oval"
2770,"Peridot","Sport"
2771,"Periwinkle","Cat Eye"
2772,"Periwinkle","Aviator"
2773,"Periwinkle","Rimless"
2774,"Periwinkle","Oval"
2775,"Periwinkle","Sport"
2776,"Persian Blue","Cat Eye"
2777,"Persian Blue","Aviator"
2778,"Persian Blue","Rimless"
2779,"Persian Blue","Oval"
2780,"Persian Blue","Sport"
2781,"Persian Green","Cat Eye"
2782,"Persian Green","Aviator"
2783,"Persian Green","Rimless"
2784,"Persian Green","Oval"
2785,"Persian Green","Sport"
2786,"Persian Indigo","Cat Eye"
2787,"Persian Indigo","Aviator"
2788,"Persian Indigo","Rimless"
2789,"Persian Indigo","Oval"
2790,"Persian Indigo","Sport"
2791,"Persian Orange","Cat Eye"
2792,"Persian Orange","Aviator"
2793,"Persian Orange","Rimless"
2794,"Persian Orange","Oval"
2795,"Persian Orange","Sport"
2796,"Persian Pink","Cat Eye"
2797,"Persian Pink","Aviator"
2798,"Persian Pink","Rimless"
2799,"Persian Pink","Oval"
2800,"Persian Pink","Sport"
2801,"Persian Plum","Cat Eye"
2802,"Persian Plum","Aviator"
2803,"Persian Plum","Rimless"
2804,"Persian Plum","Oval"
2805,"Persian Plum","Sport"
2806,"Persian Red","Cat Eye"
2807,"Persian Red","Aviator"
2808,"Persian Red","Rimless"
2809,"Persian Red","Oval"
2810,"Persian Red","Sport"
2811,"Persian Rose","Cat Eye"
2812,"Persian Rose","Aviator"
2813,"Persian Rose","Rimless"
2814,"Persian Rose","Oval"
2815,"Persian Rose","Sport"
2816,"Persimmon","Cat Eye"
2817,"Persimmon","Aviator"
2818,"Persimmon","Rimless"
2819,"Persimmon","Oval"
2820,"Persimmon","Sport"
2821,"Peru","Cat Eye"
2822,"Peru","Aviator"
2823,"Peru","Rimless"
2824,"Peru","Oval"
2825,"Peru","Sport"
2826,"Phlox","Cat Eye"
2827,"Phlox","Aviator"
2828,"Phlox","Rimless"
2829,"Phlox","Oval"
2830,"Phlox","Sport"
2831,"Phthalo Blue","Cat Eye"
2832,"Phthalo Blue","Aviator"
2833,"Phthalo Blue","Rimless"
2834,"Phthalo Blue","Oval"
2835,"Phthalo Blue","Sport"
2836,"Phthalo Green","Cat Eye"
2837,"Phthalo Green","Aviator"
2838,"Phthalo Green","Rimless"
2839,"Phthalo Green","Oval"
2840,"Phthalo Green","Sport"
2841,"Piggy Pink","Cat Eye"
2842,"Piggy Pink","Aviator"
2843,"Piggy Pink","Rimless"
2844,"Piggy Pink","Oval"
2845,"Piggy Pink","Sport"
2846,"Pine Green","Cat Eye"
2847,"Pine Green","Aviator"
2848,"Pine Green","Rimless"
2849,"Pine Green","Oval"
2850,"Pine Green","Sport"
2851,"Pink","Cat Eye"
2852,"Pink","Aviator"
2853,"Pink","Rimless"
2854,"Pink","Oval"
2855,"Pink","Sport"
2856,"Pink Lace","Cat Eye"
2857,"Pink Lace","Aviator"
2858,"Pink Lace","Rimless"
2859,"Pink Lace","Oval"
2860,"Pink Lace","Sport"
2861,"Pink-Orange","Cat Eye"
2862,"Pink-Orange","Aviator"
2863,"Pink-Orange","Rimless"
2864,"Pink-Orange","Oval"
2865,"Pink-Orange","Sport"
2866,"Pink Pearl","Cat Eye"
2867,"Pink Pearl","Aviator"
2868,"Pink Pearl","Rimless"
2869,"Pink Pearl","Oval"
2870,"Pink Pearl","Sport"
2871,"Pink Sherbet","Cat Eye"
2872,"Pink Sherbet","Aviator"
2873,"Pink Sherbet","Rimless"
2874,"Pink Sherbet","Oval"
2875,"Pink Sherbet","Sport"
2876,"Pistachio","Cat Eye"
2877,"Pistachio","Aviator"
2878,"Pistachio","Rimless"
2879,"Pistachio","Oval"
2880,"Pistachio","Sport"
2881,"Platinum","Cat Eye"
2882,"Platinum","Aviator"
2883,"Platinum","Rimless"
2884,"Platinum","Oval"
2885,"Platinum","Sport"
2886,"Portland Orange","Cat Eye"
2887,"Portland Orange","Aviator"
2888,"Portland Orange","Rimless"
2889,"Portland Orange","Oval"
2890,"Portland Orange","Sport"
2891,"Princeton Orange","Cat Eye"
2892,"Princeton Orange","Aviator"
2893,"Princeton Orange","Rimless"
2894,"Princeton Orange","Oval"
2895,"Princeton Orange","Sport"
2896,"Prune","Cat Eye"
2897,"Prune","Aviator"
2898,"Prune","Rimless"
2899,"Prune","Oval"
2900,"Prune","Sport"
2901,"Prussian Blue","Cat Eye"
2902,"Prussian Blue","Aviator"
2903,"Prussian Blue","Rimless"
2904,"Prussian Blue","Oval"
2905,"Prussian Blue","Sport"
2906,"Psychedelic Purple","Cat Eye"
2907,"Psychedelic Purple","Aviator"
2908,"Psychedelic Purple","Rimless"
2909,"Psychedelic Purple","Oval"
2910,"Psychedelic Purple","Sport"
2911,"Puce","Cat Eye"
2912,"Puce","Aviator"
2913,"Puce","Rimless"
2914,"Puce","Oval"
2915,"Puce","Sport"
2916,"Pumpkin","Cat Eye"
2917,"Pumpkin","Aviator"
2918,"Pumpkin","Rimless"
2919,"Pumpkin","Oval"
2920,"Pumpkin","Sport"
2921,"Purple Heart","Cat Eye"
2922,"Purple Heart","Aviator"
2923,"Purple Heart","Rimless"
2924,"Purple Heart","Oval"
2925,"Purple Heart","Sport"
2926,"Purple Mountain Majesty","Cat Eye"
2927,"Purple Mountain Majesty","Aviator"
2928,"Purple Mountain Majesty","Rimless"
2929,"Purple Mountain Majesty","Oval"
2930,"Purple Mountain Majesty","Sport"
2931,"Purple Pizzazz","Cat Eye"
2932,"Purple Pizzazz","Aviator"
2933,"Purple Pizzazz","Rimless"
2934,"Purple Pizzazz","Oval"
2935,"Purple Pizzazz","Sport"
2936,"Purple Taupe","Cat Eye"
2937,"Purple Taupe","Aviator"
2938,"Purple Taupe","Rimless"
2939,"Purple Taupe","Oval"
2940,"Purple Taupe","Sport"
2941,"Quartz","Cat Eye"
2942,"Quartz","Aviator"
2943,"Quartz","Rimless"
2944,"Quartz","Oval"
2945,"Quartz","Sport"
2946,"Rackley","Cat Eye"
2947,"Rackley","Aviator"
2948,"Rackley","Rimless"
2949,"Rackley","Oval"
2950,"Rackley","Sport"
2951,"Radical Red","Cat Eye"
2952,"Radical Red","Aviator"
2953,"Radical Red","Rimless"
2954,"Radical Red","Oval"
2955,"Radical Red","Sport"
2956,"Rajah","Cat Eye"
2957,"Rajah","Aviator"
2958,"Rajah","Rimless"
2959,"Rajah","Oval"
2960,"Rajah","Sport"
2961,"Raspberry","Cat Eye"
2962,"Raspberry","Aviator"
2963,"Raspberry","Rimless"
2964,"Raspberry","Oval"
2965,"Raspberry","Sport"
2966,"Raspberry Glace","Cat Eye"
2967,"Raspberry Glace","Aviator"
2968,"Raspberry Glace","Rimless"
2969,"Raspberry Glace","Oval"
2970,"Raspberry Glace","Sport"
2971,"Raspberry Pink","Cat Eye"
2972,"Raspberry Pink","Aviator"
2973,"Raspberry Pink","Rimless"
2974,"Raspberry Pink","Oval"
2975,"Raspberry Pink","Sport"
2976,"Raspberry Rose","Cat Eye"
2977,"Raspberry Rose","Aviator"
2978,"Raspberry Rose","Rimless"
2979,"Raspberry Rose","Oval"
2980,"Raspberry Rose","Sport"
2981,"Raw Umber","Cat Eye"
2982,"Raw Umber","Aviator"
2983,"Raw Umber","Rimless"
2984,"Raw Umber","Oval"
2985,"Raw Umber","Sport"
2986,"Razzle Dazzle Rose","Cat Eye"
2987,"Razzle Dazzle Rose","Aviator"
2988,"Razzle Dazzle Rose","Rimless"
2989,"Razzle Dazzle Rose","Oval"
2990,"Razzle Dazzle Rose","Sport"
2991,"Razzmatazz","Cat Eye"
2992,"Razzmatazz","Aviator"
2993,"Razzmatazz","Rimless"
2994,"Razzmatazz","Oval"
2995,"Razzmatazz","Sport"
2996,"Red","Cat Eye"
2997,"Red","Aviator"
2998,"Red","Rimless"
2999,"Red","Oval"
3000,"Red","Sport"
3001,"Red-Brown","Cat Eye"
3002,"Red-Brown","Aviator"
3003,"Red-Brown","Rimless"
3004,"Red-Brown","Oval"
3005,"Red-Brown","Sport"
3006,"Red Devil","Cat Eye"
3007,"Red Devil","Aviator"
3008,"Red Devil","Rimless"
3009,"Red Devil","Oval"
3010,"Red Devil","Sport"
3011,"Red-Orange","Cat Eye"
3012,"Red-Orange","Aviator"
3013,"Red-Orange","Rimless"
3014,"Red-Orange","Oval"
3015,"Red-Orange","Sport"
3016,"Red-Violet","Cat Eye"
3017,"Red-Violet","Aviator"
3018,"Red-Violet","Rimless"
3019,"Red-Violet","Oval"
3020,"Red-Violet","Sport"
3021,"Redwood","Cat Eye"
3022,"Redwood","Aviator"
3023,"Redwood","Rimless"
3024,"Redwood","Oval"
3025,"Redwood","Sport"
3026,"Regalia","Cat Eye"
3027,"Regalia","Aviator"
3028,"Regalia","Rimless"
3029,"Regalia","Oval"
3030,"Regalia","Sport"
3031,"Resolution Blue","Cat Eye"
3032,"Resolution Blue","Aviator"
3033,"Resolution Blue","Rimless"
3034,"Resolution Blue","Oval"
3035,"Resolution Blue","Sport"
3036,"Rich Black","Cat Eye"
3037,"Rich Black","Aviator"
3038,"Rich Black","Rimless"
3039,"Rich Black","Oval"
3040,"Rich Black","Sport"
3041,"Rich Brilliant Lavender","Cat Eye"
3042,"Rich Brilliant Lavender","Aviator"
3043,"Rich Brilliant Lavender","Rimless"
3044,"Rich Brilliant Lavender","Oval"
3045,"Rich Brilliant Lavender","Sport"
3046,"Rich Carmine","Cat Eye"
3047,"Rich Carmine","Aviator"
3048,"Rich Carmine","Rimless"
3049,"Rich Carmine","Oval"
3050,"Rich Carmine","Sport"
3051,"Rich Electric Blue","Cat Eye"
3052,"Rich Electric Blue","Aviator"
3053,"Rich Electric Blue","Rimless"
3054,"Rich Electric Blue","Oval"
3055,"Rich Electric Blue","Sport"
3056,"Rich Lavender","Cat Eye"
3057,"Rich Lavender","Aviator"
3058,"Rich Lavender","Rimless"
3059,"Rich Lavender","Oval"
3060,"Rich Lavender","Sport"
3061,"Rich Lilac","Cat Eye"
3062,"Rich Lilac","Aviator"
3063,"Rich Lilac","Rimless"
3064,"Rich Lilac","Oval"
3065,"Rich Lilac","Sport"
3066,"Rich Maroon","Cat Eye"
3067,"Rich Maroon","Aviator"
3068,"Rich Maroon","Rimless"
3069,"Rich Maroon","Oval"
3070,"Rich Maroon","Sport"
3071,"Rifle Green","Cat Eye"
3072,"Rifle Green","Aviator"
3073,"Rifle Green","Rimless"
3074,"Rifle Green","Oval"
3075,"Rifle Green","Sport"
3076,"Robin Egg Blue","Cat Eye"
3077,"Robin Egg Blue","Aviator"
3078,"Robin Egg Blue","Rimless"
3079,"Robin Egg Blue","Oval"
3080,"Robin Egg Blue","Sport"
3081,"Rose","Cat Eye"
3082,"Rose","Aviator"
3083,"Rose","Rimless"
3084,"Rose","Oval"
3085,"Rose","Sport"
3086,"Rose Bonbon","Cat Eye"
3087,"Rose Bonbon","Aviator"
3088,"Rose Bonbon","Rimless"
3089,"Rose Bonbon","Oval"
3090,"Rose Bonbon","Sport"
3091,"Rose Ebony","Cat Eye"
3092,"Rose Ebony","Aviator"
3093,"Rose Ebony","Rimless"
3094,"Rose Ebony","Oval"
3095,"Rose Ebony","Sport"
3096,"Rose Gold","Cat Eye"
3097,"Rose Gold","Aviator"
3098,"Rose Gold","Rimless"
3099,"Rose Gold","Oval"
3100,"Rose Gold","Sport"
3101,"Rose Madder","Cat Eye"
3102,"Rose Madder","Aviator"
3103,"Rose Madder","Rimless"
3104,"Rose Madder","Oval"
3105,"Rose Madder","Sport"
3106,"Rose Pink","Cat Eye"
3107,"Rose Pink","Aviator"
3108,"Rose Pink","Rimless"
3109,"Rose Pink","Oval"
3110,"Rose Pink","Sport"
3111,"Rose Quartz","Cat Eye"
3112,"Rose Quartz","Aviator"
3113,"Rose Quartz","Rimless"
3114,"Rose Quartz","Oval"
3115,"Rose Quartz","Sport"
3116,"Rose Taupe","Cat Eye"
3117,"Rose Taupe","Aviator"
3118,"Rose Taupe","Rimless"
3119,"Rose Taupe","Oval"
3120,"Rose Taupe","Sport"
3121,"Rose Vale","Cat Eye"
3122,"Rose Vale","Aviator"
3123,"Rose Vale","Rimless"
3124,"Rose Vale","Oval"
3125,"Rose Vale","Sport"
3126,"Rosewood","Cat Eye"
3127,"Rosewood","Aviator"
3128,"Rosewood","Rimless"
3129,"Rosewood","Oval"
3130,"Rosewood","Sport"
3131,"Rosso Corsa","Cat Eye"
3132,"Rosso Corsa","Aviator"
3133,"Rosso Corsa","Rimless"
3134,"Rosso Corsa","Oval"
3135,"Rosso Corsa","Sport"
3136,"Rosy Brown","Cat Eye"
3137,"Rosy Brown","Aviator"
3138,"Rosy Brown","Rimless"
3139,"Rosy Brown","Oval"
3140,"Rosy Brown","Sport"
3141,"Royal Azure","Cat Eye"
3142,"Royal Azure","Aviator"
3143,"Royal Azure","Rimless"
3144,"Royal Azure","Oval"
3145,"Royal Azure","Sport"
3146,"Royal Fuchsia","Cat Eye"
3147,"Royal Fuchsia","Aviator"
3148,"Royal Fuchsia","Rimless"
3149,"Royal Fuchsia","Oval"
3150,"Royal Fuchsia","Sport"
3151,"Royal Purple","Cat Eye"
3152,"Royal Purple","Aviator"
3153,"Royal Purple","Rimless"
3154,"Royal Purple","Oval"
3155,"Royal Purple","Sport"
3156,"Royal Yellow","Cat Eye"
3157,"Royal Yellow","Aviator"
3158,"Royal Yellow","Rimless"
3159,"Royal Yellow","Oval"
3160,"Royal Yellow","Sport"
3161,"Rubine Red","Cat Eye"
3162,"Rubine Red","Aviator"
3163,"Rubine Red","Rimless"
3164,"Rubine Red","Oval"
3165,"Rubine Red","Sport"
3166,"Ruby","Cat Eye"
3167,"Ruby","Aviator"
3168,"Ruby","Rimless"
3169,"Ruby","Oval"
3170,"Ruby","Sport"
3171,"Ruby Red","Cat Eye"
3172,"Ruby Red","Aviator"
3173,"Ruby Red","Rimless"
3174,"Ruby Red","Oval"
3175,"Ruby Red","Sport"
3176,"Ruddy","Cat Eye"
3177,"Ruddy","Aviator"
3178,"Ruddy","Rimless"
3179,"Ruddy","Oval"
3180,"Ruddy","Sport"
3181,"Ruddy Brown","Cat Eye"
3182,"Ruddy Brown","Aviator"
3183,"Ruddy Brown","Rimless"
3184,"Ruddy Brown","Oval"
3185,"Ruddy Brown","Sport"
3186,"Ruddy Pink","Cat Eye"
3187,"Ruddy Pink","Aviator"
3188,"Ruddy Pink","Rimless"
3189,"Ruddy Pink","Oval"
3190,"Ruddy Pink","Sport"
3191,"Rufous","Cat Eye"
3192,"Rufous","Aviator"
3193,"Rufous","Rimless"
3194,"Rufous","Oval"
3195,"Rufous","Sport"
3196,"Russet","Cat Eye"
3197,"Russet","Aviator"
3198,"Russet","Rimless"
3199,"Russet","Oval"
3200,"Russet","Sport"
3201,"Rust","Cat Eye"
3202,"Rust","Aviator"
3203,"Rust","Rimless"
3204,"Rust","Oval"
3205,"Rust","Sport"
3206,"Rusty Red","Cat Eye"
3207,"Rusty Red","Aviator"
3208,"Rusty Red","Rimless"
3209,"Rusty Red","Oval"
3210,"Rusty Red","Sport"
3211,"Sacramento State Green","Cat Eye"
3212,"Sacramento State Green","Aviator"
3213,"Sacramento State Green","Rimless"
3214,"Sacramento State Green","Oval"
3215,"Sacramento State Green","Sport"
3216,"Saddle Brown","Cat Eye"
3217,"Saddle Brown","Aviator"
3218,"Saddle Brown","Rimless"
3219,"Saddle Brown","Oval"
3220,"Saddle Brown","Sport"
3221,"Saffron","Cat Eye"
3222,"Saffron","Aviator"
3223,"Saffron","Rimless"
3224,"Saffron","Oval"
3225,"Saffron","Sport"
3226,"Salmon","Cat Eye"
3227,"Salmon","Aviator"
3228,"Salmon","Rimless"
3229,"Salmon","Oval"
3230,"Salmon","Sport"
3231,"Salmon Pink","Cat Eye"
3232,"Salmon Pink","Aviator"
3233,"Salmon Pink","Rimless"
3234,"Salmon Pink","Oval"
3235,"Salmon Pink","Sport"
3236,"Sand","Cat Eye"
3237,"Sand","Aviator"
3238,"Sand","Rimless"
3239,"Sand","Oval"
3240,"Sand","Sport"
3241,"Sand Dune","Cat Eye"
3242,"Sand Dune","Aviator"
3243,"Sand Dune","Rimless"
3244,"Sand Dune","Oval"
3245,"Sand Dune","Sport"
3246,"Sandstorm","Cat Eye"
3247,"Sandstorm","Aviator"
3248,"Sandstorm","Rimless"
3249,"Sandstorm","Oval"
3250,"Sandstorm","Sport"
3251,"Sandy Brown","Cat Eye"
3252,"Sandy Brown","Aviator"
3253,"Sandy Brown","Rimless"
3254,"Sandy Brown","Oval"
3255,"Sandy Brown","Sport"
3256,"Sandy Taupe","Cat Eye"
3257,"Sandy Taupe","Aviator"
3258,"Sandy Taupe","Rimless"
3259,"Sandy Taupe","Oval"
3260,"Sandy Taupe","Sport"
3261,"Sangria","Cat Eye"
3262,"Sangria","Aviator"
3263,"Sangria","Rimless"
3264,"Sangria","Oval"
3265,"Sangria","Sport"
3266,"Sap Green","Cat Eye"
3267,"Sap Green","Aviator"
3268,"Sap Green","Rimless"
3269,"Sap Green","Oval"
3270,"Sap Green","Sport"
3271,"Sapphire","Cat Eye"
3272,"Sapphire","Aviator"
3273,"Sapphire","Rimless"
3274,"Sapphire","Oval"
3275,"Sapphire","Sport"
3276,"Sapphire Blue","Cat Eye"
3277,"Sapphire Blue","Aviator"
3278,"Sapphire Blue","Rimless"
3279,"Sapphire Blue","Oval"
